Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EmbededCode,Chrome 69.0.3497.100,,2018-09-27 16:14:15,2018-09-27 16:14:32,"16,690s",PASSED
,,,,,,
Test Cases/EmbededCode_Stage/testEmbededCodeCheckBtn,Chrome 69.0.3497.100,,2018-09-27 16:14:16,2018-09-27 16:14:31,"15,676s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-27 16:14:16,2018-09-27 16:14:22,"5,872s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:14:22,2018-09-27 16:14:22,"0,180s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:14:22,2018-09-27 16:14:22,"0,094s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:14:22,2018-09-27 16:14:22,"0,136s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:14:22,2018-09-27 16:14:22,"0,076s",PASSED
selectOptionByLabel,Chrome 69.0.3497.100,,2018-09-27 16:14:22,2018-09-27 16:14:24,"1,201s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:14:24,2018-09-27 16:14:24,"0,095s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:14:24,2018-09-27 16:14:24,"0,010s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:14:24,2018-09-27 16:14:30,"6,664s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:14:30,2018-09-27 16:14:30,"0,070s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:14:30,2018-09-27 16:14:31,"0,011s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:14:31,2018-09-27 16:14:31,"0,578s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:14:31,2018-09-27 16:14:31,"0,102s",PASSED
waitForElementNotVisible,Chrome 69.0.3497.100,,2018-09-27 16:14:31,2018-09-27 16:14:31,"0,077s",PASSED
verifyElementAttributeValue,Chrome 69.0.3497.100,,2018-09-27 16:14:31,2018-09-27 16:14:31,"0,079s",PASSED
"Statement - out.println(""Passed"")",Chrome 69.0.3497.100,,2018-09-27 16:14:31,2018-09-27 16:14:31,"0,012s",PASSED
