Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EmbededCode,Chrome 69.0.3497.100,,2018-09-27 18:56:07,2018-09-27 18:56:26,"18,498s",PASSED
,,,,,,
Test Cases/EmbededCode_Stage/testEmbededCodeCheckBtn,Chrome 69.0.3497.100,,2018-09-27 18:56:08,2018-09-27 18:56:25,"16,851s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-27 18:56:09,2018-09-27 18:56:16,"7,174s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 18:56:16,2018-09-27 18:56:16,"0,182s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 18:56:16,2018-09-27 18:56:17,"0,133s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 18:56:17,2018-09-27 18:56:17,"0,169s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 18:56:17,2018-09-27 18:56:17,"0,064s",PASSED
selectOptionByLabel,Chrome 69.0.3497.100,,2018-09-27 18:56:17,2018-09-27 18:56:18,"1,226s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 18:56:18,2018-09-27 18:56:18,"0,092s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 18:56:18,2018-09-27 18:56:18,"0,031s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 18:56:18,2018-09-27 18:56:24,"6,141s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 18:56:24,2018-09-27 18:56:24,"0,069s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 18:56:24,2018-09-27 18:56:24,"0,009s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 18:56:24,2018-09-27 18:56:25,"0,560s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 18:56:25,2018-09-27 18:56:25,"0,086s",PASSED
waitForElementNotVisible,Chrome 69.0.3497.100,,2018-09-27 18:56:25,2018-09-27 18:56:25,"0,049s",PASSED
verifyElementAttributeValue,Chrome 69.0.3497.100,,2018-09-27 18:56:25,2018-09-27 18:56:25,"0,041s",PASSED
verifyElementVisible,Chrome 69.0.3497.100,,2018-09-27 18:56:25,2018-09-27 18:56:25,"0,066s",PASSED
"Statement - out.println(""Passed"")",Chrome 69.0.3497.100,,2018-09-27 18:56:25,2018-09-27 18:56:25,"0,011s",PASSED
