Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EmbededCode,Chrome 69.0.3497.100,,2018-09-27 16:56:51,2018-09-27 16:57:12,"20,985s",PASSED
,,,,,,
Test Cases/EmbededCode_Stage/testEmbededCodeCheckBtn,Chrome 69.0.3497.100,,2018-09-27 16:56:51,2018-09-27 16:57:11,"19,899s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-27 16:56:52,2018-09-27 16:56:58,"6,191s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:56:58,2018-09-27 16:56:58,"0,514s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:56:58,2018-09-27 16:56:59,"0,226s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:56:59,2018-09-27 16:56:59,"0,336s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:56:59,2018-09-27 16:56:59,"0,169s",PASSED
selectOptionByLabel,Chrome 69.0.3497.100,,2018-09-27 16:56:59,2018-09-27 16:57:00,"1,233s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:57:00,2018-09-27 16:57:01,"0,109s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:57:01,2018-09-27 16:57:01,"0,010s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:57:01,2018-09-27 16:57:10,"9,395s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:57:10,2018-09-27 16:57:10,"0,276s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:57:10,2018-09-27 16:57:10,"0,022s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:57:10,2018-09-27 16:57:11,"0,574s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:57:11,2018-09-27 16:57:11,"0,108s",PASSED
waitForElementNotVisible,Chrome 69.0.3497.100,,2018-09-27 16:57:11,2018-09-27 16:57:11,"0,062s",PASSED
verifyElementAttributeValue,Chrome 69.0.3497.100,,2018-09-27 16:57:11,2018-09-27 16:57:11,"0,101s",PASSED
"Statement - out.println(""Passed"")",Chrome 69.0.3497.100,,2018-09-27 16:57:11,2018-09-27 16:57:11,"0,010s",PASSED
