Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EmbededCode,Chrome 69.0.3497.100,,2018-09-27 16:35:22,2018-09-27 16:35:41,"19,465s",PASSED
,,,,,,
Test Cases/EmbededCode_Stage/testEmbededCodeCheckBtn,Chrome 69.0.3497.100,,2018-09-27 16:35:22,2018-09-27 16:35:41,"18,385s",PASSED
openBrowser,Chrome 69.0.3497.100,,2018-09-27 16:35:23,2018-09-27 16:35:30,"7,077s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:35:30,2018-09-27 16:35:30,"0,138s",PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-27 16:35:30,2018-09-27 16:35:30,"0,073s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:35:30,2018-09-27 16:35:30,"0,130s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:35:30,2018-09-27 16:35:30,"0,065s",PASSED
selectOptionByLabel,Chrome 69.0.3497.100,,2018-09-27 16:35:30,2018-09-27 16:35:31,"1,146s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:35:31,2018-09-27 16:35:32,"0,078s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:35:32,2018-09-27 16:35:32,"0,008s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:35:32,2018-09-27 16:35:40,"8,290s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:35:40,2018-09-27 16:35:40,"0,068s",PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-27 16:35:40,2018-09-27 16:35:40,"0,008s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-09-27 16:35:40,2018-09-27 16:35:40,"0,577s",PASSED
click,Chrome 69.0.3497.100,,2018-09-27 16:35:40,2018-09-27 16:35:41,"0,103s",PASSED
waitForElementNotVisible,Chrome 69.0.3497.100,,2018-09-27 16:35:41,2018-09-27 16:35:41,"0,049s",PASSED
verifyElementAttributeValue,Chrome 69.0.3497.100,,2018-09-27 16:35:41,2018-09-27 16:35:41,"0,040s",PASSED
"Statement - out.println(""Passed"")",Chrome 69.0.3497.100,,2018-09-27 16:35:41,2018-09-27 16:35:41,"0,008s",PASSED
